10000,0.0035221000000000002
20000,0.0067021
30000,0.009674199999999999
40000,0.0118071
50000,0.017245
60000,0.0175989
70000,0.0201227
80000,0.023479800000000002
90000,0.0271978
100000,0.029374499999999998
110000,0.0326377
120000,0.0344312
130000,0.0381303
140000,0.0409118
150000,0.0440811
160000,0.0482869
170000,0.0508003
180000,0.05284489999999999
190000,0.05527
200000,0.059682900000000004
210000,0.0634486
220000,0.0665968
230000,0.06795290000000001
240000,0.07221269999999999
250000,0.07437350000000001
260000,0.0778778
270000,0.08067389999999999
280000,0.1031379
290000,0.0906569
300000,0.0904809
310000,0.09382789999999999
320000,0.0965065
330000,0.10116499999999999
340000,0.10318419999999999
350000,0.10596080000000001
360000,0.109497
370000,0.11309070000000002
380000,0.11398219999999999
390000,0.1198245
400000,0.11895469999999998
410000,0.1349128
420000,0.1298658
430000,0.1329814
440000,0.1349027
450000,0.1525851
460000,0.14006369999999999
470000,0.14198660000000002
480000,0.1456168
490000,0.1477328
500000,0.1519144
510000,0.1542187
520000,0.1622247
530000,0.1623802
540000,0.16721930000000002
550000,0.1733652
560000,0.1716565
570000,0.1782238
580000,0.183523
590000,0.1816461
600000,0.1881289
610000,0.1890725
620000,0.1977031
630000,0.19870179999999998
640000,0.20347620000000002
650000,0.20407329999999999
660000,0.204589
670000,0.20462030000000003
680000,0.20930949999999998
690000,0.2179874
700000,0.2227258
710000,0.2243119
720000,0.22524609999999998
730000,0.2285867
740000,0.22916330000000001
750000,0.23869780000000002
760000,0.2375134
770000,0.23854959999999997
780000,0.24832749999999998
790000,0.2502797
800000,0.2514491
810000,0.2578446
820000,0.2566663
830000,0.2630829
840000,0.26627710000000004
850000,0.2676221
860000,0.2672291
870000,0.2721369
880000,0.2724537
890000,0.2707576
900000,0.2756828
910000,0.302612
920000,0.2956865
930000,0.2927789
940000,0.3086308
950000,0.2998138
960000,0.2905475
970000,0.2936858
980000,0.2956253
990000,0.3034288
1000000,0.3062585
